,reward1,reward2
985,4.364210122,4.398062908
986,4.300518139,4.369635311
987,4.189002132,4.347645612
988,4.351950273,4.386722793
989,4.366659965,4.450491031
990,4.427389881,4.46677407
991,4.472898067,4.42183256
992,4.330890053,4.53811535
993,4.375265623,4.43581576
994,4.356533085,4.428855369
995,4.401617441,4.412873227
996,4.386179142,4.386063476
997,4.248302578,4.434298581
998,4.451298878,4.377496261
999,4.387760919,4.427529912
1000,4.48424358,4.429349477
1001,4.444273059,4.289290149
1002,4.410693461,4.436051486
1003,4.42343469,4.366868619
1004,4.418602907,4.403776302
1005,4.447972298,4.516433926
1006,4.396402958,4.431876759
1007,4.348213781,4.502728228
1008,4.451543975,4.58166646
1009,4.356812164,4.434187815
1010,4.353166412,4.443355205
1011,4.300963654,4.5427414
1012,4.289913022,4.496859191
1013,4.313671752,4.460044965
1014,4.375548299,4.430317559
1015,4.301277368,4.328326536
1016,4.409453942,4.480191772
1017,4.317224987,4.519859955
1018,4.469056867,4.468602112
1019,4.268487173,4.354680058
1020,4.391313603,4.507978378
1021,4.381294909,4.453430818
1022,4.337076922,4.465161232
1023,4.443214056,4.42333549
1024,4.396904758,4.511806958
1025,4.349863865,4.480833894
1026,4.344413923,4.519182721
1027,4.500925491,4.537170014
1028,4.371920365,4.551594339
1029,4.40903067,4.463004848
1030,4.48740939,4.469618678
1031,4.353441696,4.398810884
1032,4.434033819,4.463798229
1033,4.49450009,4.417641617
1034,4.437535739,4.317984158
1035,4.30516939,4.584822204
1036,4.313198716,4.491494289
1037,4.167115492,4.440623187
1038,4.425345613,4.35194897
1039,4.342374805,4.440947141
1040,4.508792016,4.423172256
1041,4.474887061,4.508743277
1042,4.363791099,4.483681254
1043,4.439081701,4.522838105
1044,4.409289438,4.34448547
1045,4.423057369,4.368558632
1046,4.479379561,4.592737627
1047,4.481584545,4.474239466
1048,4.449777263,4.491263877
1049,4.417501355,4.460245336
1050,4.458391422,4.443491677
1051,4.20150352,4.374202581
1052,4.377629616,4.417670093
1053,4.47772829,4.481476278
1054,4.554932653,4.546580252
1055,4.464743712,4.470564224
1056,4.366523136,4.414423596
1057,4.546216482,4.327429756
1058,4.409209246,4.395624075
1059,4.292587188,4.446993496
1060,4.356531508,4.527483152
1061,4.399373657,4.415067615
1062,4.301883795,4.522104904
1063,4.430314629,4.446613271
1064,4.34674612,4.475513785
1065,4.440656112,4.391305569
1066,4.375197686,4.473394678
1067,4.465341151,4.490902169
1068,4.412871824,4.559614693
1069,4.444903868,4.474815183
1070,4.455653111,4.544544846
1071,4.362856757,4.461595456
1072,4.337508596,4.518800738
1073,4.501084118,4.40697578
1074,4.515589963,4.447983616
1075,4.388535183,4.551819455
1076,4.449543067,4.497778941
1077,4.490008436,4.428295361
1078,4.416624817,4.509975012
1079,4.429443904,4.427344204
1080,4.48077328,4.510825209
1081,4.386105126,4.574242081
1082,4.346194806,4.537010039
1083,4.503745469,4.517499078
1084,4.389849499,4.374555157
1085,4.454509658,4.47758984
1086,4.488603029,4.544320155
1087,4.388452396,4.55482114
1088,4.432288622,4.480836626
1089,4.237331004,4.592883233
1090,4.423021929,4.482866288
1091,4.361260812,4.553479716
1092,4.43298723,4.462955744
1093,4.472453542,4.404513511
1094,4.396975645,4.513552336
1095,4.324691279,4.451917942
1096,4.334337497,4.448686181
1097,4.21629519,4.448443062
1098,4.47495951,4.472324428
1099,4.302031085,4.427891946
1100,4.452511719,4.518224467
1101,4.342898907,4.471766245
1102,4.464180509,4.557406141
1103,4.409500528,4.530978848
1104,4.408324223,4.536529217
1105,4.500961155,4.580056089
1106,4.455284213,4.509734575
1107,4.400670601,4.583869
1108,4.305068864,4.495038477
1109,4.401543372,4.474905817
1110,4.368561145,4.519643002
1111,4.431912137,4.51689094
1112,4.34325861,4.496657724
1113,4.481537143,4.535252513
1114,4.374396996,4.530026597
1115,4.42531564,4.570095828
1116,4.396702338,4.450100922
1117,4.474455995,4.548621319
1118,4.521829298,4.455663299
1119,4.38502981,4.550524076
1120,4.382350091,4.604798011
1121,4.382454203,4.533000224
1122,4.460860731,4.457841863
1123,4.366172878,4.477986222
1124,4.273481714,4.459363596
1125,4.269438865,4.471121975
1126,4.388312903,4.472953116
1127,4.336219552,4.49266719
1128,4.26585436,4.545994921
1129,4.264576629,4.500004207
1130,4.421201262,4.511657073
1131,4.40172216,4.434126287
1132,4.350955439,4.529606559
1133,4.423008378,4.571495326
1134,4.38612824,4.483988037
1135,4.357517515,4.502830939
1136,4.290669962,4.443310713
1137,4.421121044,4.557331952
1138,4.358896018,4.522376897
1139,4.330598229,4.58815214
1140,4.502056752,4.472617699
1141,4.365474934,4.52672427
1142,4.351624463,4.582183801
1143,4.426073243,4.535392428
1144,4.397325578,4.493570539
1145,4.297918076,4.527923132
1146,4.397531887,4.462136901
1147,4.40928085,4.501705253
1148,4.500840259,4.544285794
1149,4.369146448,4.535555589
1150,4.346464356,4.637605358
1151,4.383030362,4.499372246
1152,4.436569309,4.511029766
1153,4.473657472,4.546903116
1154,4.447559238,4.554699961
1155,4.443274198,4.487411764
1156,4.372670504,4.509501604
1157,4.406482002,4.472028251
1158,4.336890504,4.527112091
1159,4.400532207,4.511748415
1160,4.268604079,4.521711153
1161,4.335983016,4.550936816
1162,4.365197949,4.407522795
1163,4.31604041,4.434595217
1164,4.43987373,4.427988444
1165,4.456608119,4.354132986
1166,4.406733067,4.392313478
1167,4.389213329,4.367826998
1168,4.363350954,4.222501551
1169,4.320517488,4.40581171
1170,4.297859125,4.254329308
1171,4.430264317,4.518879259
1172,4.446200436,4.541369979
1173,4.478331216,4.317077856
1174,4.408288544,4.410404998
1175,4.348113426,4.390389062
1176,4.236321456,4.401091165
1177,4.194050191,4.446230918
1178,4.28778999,4.491776653
1179,4.202859132,4.546502283
1180,4.391693889,4.483223287
1181,4.337957817,4.509697529
1182,4.320614349,4.431168301
1183,4.379142981,4.498207586
1184,4.488426822,4.453880083
1185,4.365855972,4.484447233
1186,4.352589651,4.489150802
1187,4.267891984,4.481379926
1188,4.168495042,4.492593075
1189,4.294750653,4.426671412
1190,4.030216737,4.4562546
1191,4.084861369,4.465064672
1192,4.160674358,4.510937026
1193,4.15222221,4.444072974
1194,4.087931897,4.359881717
1195,4.013865351,4.524318212
1196,4.240370715,4.487490208
1197,4.336455929,4.442025216
1198,4.230412736,4.458272386
1199,4.213914128,4.429795975
1200,4.393780338,4.515377872
1201,4.315416005,4.486408912
1202,4.381746233,4.540084342
1203,4.029688735,4.44378127
1204,4.319147196,4.446572231
1205,4.263908836,4.538546654
1206,4.329113146,4.509743054
1207,4.338957434,4.486649411
1208,4.261326307,4.540656343
1209,4.241737767,4.58718628
1210,4.246118311,4.393510296
1211,4.328635047,4.557323812
1212,4.325760787,4.432156424
1213,4.379827007,4.509166026
1214,4.254189033,4.476346694
1215,4.337839782,4.541332217
1216,4.473867807,4.517641933
1217,4.390985083,4.576239779
1218,4.42156856,4.600677422
1219,4.259621089,4.530646168
1220,4.4243381,4.467688394
1221,4.250676954,4.552129928
1222,4.269289269,4.467556846
1223,4.338184904,4.489079212
1224,4.34998328,4.494585514
1225,4.340713346,4.478178819
1226,4.35116214,4.495548599
1227,4.361791283,4.583503206
1228,4.240092284,4.548937275
1229,4.375540954,4.50803138
1230,4.127087433,4.567275674
1231,4.129111264,4.556438035
1232,4.323649304,4.53089887
1233,4.380367341,4.47197344
1234,4.209966441,4.493624616
1235,4.175632123,4.604211077
1236,4.431337236,4.569834352
1237,4.291228239,4.495607728
1238,4.459893843,4.626219078
1239,4.3967771,4.373672076
1240,4.420115733,4.558176786
1241,4.486177102,4.541638671
1242,4.421106553,4.529122357
1243,4.370577325,4.5375649
1244,4.310840741,4.522316077
1245,4.320499587,4.514319006
1246,4.260384251,4.529090501
1247,4.307378833,4.605978578
1248,4.329344735,4.479012021
1249,4.426691356,4.471659447
1250,4.365980907,4.562227018
1251,4.368332253,4.543062008
1252,4.425323333,4.596547193
1253,4.364530356,4.501623056
1254,4.280443503,4.580780951
1255,4.452200079,4.466285294
1256,4.353470635,4.508064856
1257,4.353090732,4.557020364
1258,4.385670064,4.590498942
1259,4.447270574,4.496755108
1260,4.320970385,4.518193205
1261,4.415024346,4.601847559
1262,4.329418861,4.444146317
1263,4.43127995,4.470222341
1264,4.344211231,4.533947554
1265,4.317058156,4.625872014
1266,4.305861914,4.599972578
1267,4.38644507,4.564756747
1268,4.311408218,4.62681106
1269,4.376050009,4.565180072
1270,4.404656898,4.557572978
1271,4.379495053,4.558953066
1272,4.375246703,4.585313582
1273,4.29263575,4.526629923
1274,4.39295167,4.469870365
1275,4.293877102,4.432421527
1276,4.373257993,4.467270353
1277,4.395037593,4.560146074
1278,4.512107037,4.534039522
1279,4.391191051,4.569328649
1280,4.348484657,4.555203231
1281,4.312083472,4.559670849
1282,4.362990035,4.467690783
1283,4.410680743,4.570006768
1284,4.36794874,4.561222243
1285,4.170554496,4.513469697
1286,4.391512321,4.520957915
1287,4.391354801,4.468697206
1288,4.433832442,4.513903388
1289,4.247023293,4.515141467
1290,4.456671369,4.567223823
1291,4.467560781,4.526632244
1292,4.531391979,4.530415521
1293,4.368140661,4.587659014
1294,4.398684671,4.574207451
1295,4.485149286,4.426695191
1296,4.403312486,4.488449059
1297,4.37676119,4.624934402
1298,4.424342086,4.535603784
1299,4.536626869,4.620508293
1300,4.376413341,4.546747673
1301,4.56407345,4.540093944
1302,4.470699191,4.58319323
1303,4.328527133,4.48398267
1304,4.428395945,4.503684756
1305,4.379772656,4.603776793
1306,4.301991541,4.537832673
1307,4.342938356,4.548676286
1308,4.316768737,4.492245386
1309,4.376963983,4.501697618
1310,4.298719748,4.480913907
1311,4.23336286,4.558621316
1312,4.444870322,4.65005616
1313,4.254689971,4.627415249
1314,4.312622643,4.625256888
1315,4.307120459,4.636402626
1316,4.31930226,4.474011624
1317,4.327414133,4.578782164
1318,4.431183531,4.550919405
1319,4.403873192,4.571104914
1320,4.369736506,4.610332336
1321,4.447317627,4.574927978
1322,4.405604464,4.50383128
1323,4.351609475,4.502597647
1324,4.458108764,4.611903042
1325,4.493456399,4.53082653
1326,4.398697353,4.510180362
1327,4.34319697,4.554165306
1328,4.51978168,4.498053518
1329,4.375731154,4.505802449
1330,4.425525336,4.470122261
1331,4.449334738,4.542787646
1332,4.42431474,4.540881791
1333,4.522466415,4.473711937
1334,4.39111392,4.493578699
1335,4.406134623,4.537427029
1336,4.375492607,4.580442704
1337,4.342572077,4.529433132
1338,4.455800311,4.527467868
1339,4.417708221,4.576175719
1340,4.400805032,4.508185172
1341,4.463283199,4.512749245
1342,4.408707426,4.46933273
1343,4.342935713,4.399671379
1344,4.171616092,4.393269669
1345,4.227941425,4.28943473
1346,4.351105427,4.38892215
1347,4.32175535,4.374672268
1348,4.365746377,4.541380621
1349,4.347348079,4.545116354
1350,4.432256081,4.606198058
1351,4.310952318,4.523223112
1352,4.371155299,4.530608921
1353,4.284192061,4.410218968
1354,4.488436815,4.465913931
1355,4.323041377,4.489183582
1356,4.380009699,4.516843962
1357,4.485362258,4.434182163
1358,4.314873781,4.482453895
1359,4.305981419,4.459977711
1360,4.310755218,4.410024115
1361,4.503228211,4.525903245
1362,4.408130669,4.453343425
1363,4.384056355,4.382981969
1364,4.332600814,4.356597752
1365,4.45187726,4.327928979
1366,4.442306407,4.405326851
1367,4.36559136,4.515144046
1368,4.377655307,4.447149398
1369,4.427839004,4.428738562
1370,4.43566269,4.409562645
1371,4.443952511,4.43842643
1372,4.234227278,4.535424118
1373,4.334336715,4.545449747
1374,4.490382887,4.551233877
1375,4.392360834,4.489772085
1376,4.568105738,4.548466878
1377,4.402477294,4.516171217
1378,4.369549559,4.57572449
1379,4.48542756,4.548325733
1380,4.477817569,4.608931148
1381,4.45281042,4.528712605
1382,4.367817197,4.556883807
1383,4.380694759,4.591643973
1384,4.362857979,4.681978925
1385,4.391454745,4.453501076
1386,4.343511735,4.610284339
1387,4.499554866,4.664062196
1388,4.534063974,4.629419046
1389,4.26832996,4.499333536
1390,4.323826465,4.439288702
1391,4.504911644,4.502977038
1392,4.462445261,4.516426392
1393,4.405479265,4.565261861
1394,4.435145072,4.556966948
1395,4.363386448,4.632134174
1396,4.48860374,4.565052472
1397,4.294696896,4.567430603
1398,4.466180606,4.657258148
1399,4.373983699,4.599403792
1400,4.391868589,4.419598672
1401,4.439635732,4.596870825
1402,4.422781703,4.665230896
1403,4.295067175,4.534929439
1404,4.530972377,4.574109869
1405,4.504992099,4.55324504
1406,4.447836996,4.63656727
1407,4.503428534,4.516439706
1408,4.536189434,4.504865992
1409,4.428740434,4.598658035
1410,4.449908493,4.551107906
1411,4.429678008,4.599458061
1412,4.493793762,4.588903296
1413,4.546193931,4.564711526
1414,4.49523246,4.610105685
1415,4.400503548,4.626037772
1416,4.395434926,4.573678453
1417,4.372200671,4.560816967
1418,4.421437077,4.569512045
1419,4.455171882,4.536177056
1420,4.359566633,4.629251669
1421,4.424831878,4.619974369
1422,4.461740767,4.586654395
1423,4.397236309,4.638937822
1424,4.425285335,4.589801951
1425,4.348355559,4.635196146
1426,4.43544802,4.584931533
1427,4.357139718,4.500769971
1428,4.380281851,4.499156997
1429,4.393031306,4.523929814
1430,4.514959838,4.578160577
1431,4.457085284,4.665563288
1432,4.455140559,4.615176
1433,4.485916182,4.651750669
1434,4.373226126,4.613951904
1435,4.453076836,4.551904274
1436,4.45429806,4.552238299
1437,4.485516279,4.611901021
1438,4.466109288,4.652198923
1439,4.486642195,4.597980144
1440,4.421710377,4.546105745
1441,4.475582291,4.560806798
1442,4.418458728,4.692393121
1443,4.532827207,4.499020164
1444,4.473593618,4.641716198
1445,4.538167955,4.617241839
1446,4.552728745,4.643591854
1447,4.504640501,4.638915436
1448,4.408396896,4.672773905
1449,4.422900078,4.508604514
1450,4.503999394,4.573919172
1451,4.416168509,4.522414416
1452,4.453398159,4.583860994
1453,4.44301614,4.585293486
1454,4.498543659,4.504866634
1455,4.473328406,4.544433224
1456,4.432318915,4.539679252
1457,4.499178992,4.637362965
1458,4.523162203,4.519255214
1459,4.505364304,4.541505852
1460,4.51830503,4.517620124
1461,4.502336796,4.618590829
1462,4.5025341,4.634039877
1463,4.452634359,4.566852644
1464,4.487539279,4.573779264
1465,4.452396483,4.601988533
1466,4.283224027,4.597398638
1467,4.313615505,4.642658898
1468,4.319148156,4.6189142
1469,4.535370683,4.560730163
1470,4.248060087,4.532458153
1471,4.312283775,4.5669552
1472,4.4138453,4.593939035
1473,4.380845588,4.72029664
1474,4.496546566,4.588006733
1475,4.495869356,4.504905869
1476,4.415853285,4.531311735
1477,4.51442487,4.652132456
1478,4.453056264,4.637185901
1479,4.43575174,4.545050037
1480,4.588101396,4.593957916
1481,4.413312354,4.641858329
1482,4.400007787,4.567103321
1483,4.467059552,4.626669053
1484,4.499092765,4.549122468
1485,4.374848856,4.533260102
1486,4.459091788,4.598593769
1487,4.410371283,4.5076604
1488,4.419592842,4.48716286
1489,4.415711697,4.534860026
1490,4.325333261,4.475348268
1491,4.570347311,4.553204904
1492,4.426556291,4.573376219
1493,4.390041186,4.572902968
1494,4.374373668,4.468095872
1495,4.397638875,4.544587542
1496,4.437361343,4.588373644
1497,4.469446146,4.599485663
1498,4.366023802,4.620053962
1499,4.476248781,4.573747985
1500,4.438172232,4.546784591
1501,4.385552779,4.673157905
1502,4.314493742,4.609067776
1503,4.489841945,4.531299884
1504,4.264086795,4.553172492
1505,4.416038946,4.652161025
1506,4.388722766,4.656324029
1507,4.287814271,4.605572552
1508,4.490600754,4.677626129
1509,4.422660487,4.642766408
1510,4.468635693,4.573575745
1511,4.390336658,4.582164947
1512,4.446289,4.664479728
1513,4.391692756,4.708567428
1514,4.421259709,4.566113153
1515,4.355497587,4.527116952
1516,4.463752424,4.649945531
1517,4.454390404,4.448337381
1518,4.41346477,4.548434638
1519,4.218077435,4.580718148
1520,4.54681416,4.627268271
1521,4.476232453,4.542320936
1522,4.46456615,4.648760465
1523,4.434650588,4.574399092
1524,4.401673173,4.571799518
1525,4.308751322,4.595862627
1526,4.433182795,4.629328427
1527,4.450926257,4.591959594
1528,4.438464851,4.56233956
1529,4.399177839,4.640940381
1530,4.472633134,4.648509993
1531,4.460321971,4.605600226
1532,4.435497253,4.572357004
1533,4.421322995,4.578264914
1534,4.342777416,4.527652322
1535,4.455370153,4.590941318
1536,4.457377803,4.486850807
1537,4.367565361,4.632086309
1538,4.503910476,4.572956141
1539,4.490438844,4.549658586
1540,4.423310843,4.544737828
1541,4.399403175,4.697652381
1542,4.348547854,4.595543251
1543,4.378551949,4.646766123
1544,4.436318227,4.671683443
1545,4.524519346,4.666088505
1546,4.517329185,4.644238611
1547,4.277956498,4.589170642
1548,4.425199947,4.547793249
1549,4.474301824,4.576664536
1550,4.478389389,4.582410902
1551,4.499048902,4.680641956
1552,4.460565428,4.679436699
1553,4.494668313,4.624244422
1554,4.532398559,4.705277853
1555,4.495643257,4.596227238
1556,4.453571487,4.597013539
1557,4.467411686,4.570092959
1558,4.535414745,4.649984772
1559,4.524351221,4.578445942
1560,4.466687635,4.501842459
1561,4.443848756,4.530957274
1562,4.41688342,4.580634384
1563,4.492388226,4.553849467
1564,4.506341814,4.630232605
1565,4.527394183,4.663912646
1566,4.506932644,4.590928348
1567,4.425541469,4.613199869
1568,4.410800229,4.625911386
1569,4.481491853,4.630069675
1570,4.45081495,4.613073251
1571,4.49608355,4.620074394
1572,4.408254171,4.687738952
1573,4.419532378,4.597794511
1574,4.453912676,4.639324106
1575,4.229437696,4.728159706
1576,4.431899484,4.596738666
1577,4.46495958,4.62979682
1578,4.437179258,4.65715833
1579,4.461295385,4.576989482
1580,4.517253228,4.618248525
1581,4.456188758,4.55711856
1582,4.501399992,4.545894211
1583,4.479812655,4.662186259
1584,4.517027771,4.603430991
1585,4.495545977,4.545076799
1586,4.510382261,4.61098473
1587,4.428936224,4.527088516
1588,4.37335721,4.667163828
1589,4.526630404,4.455661957
1590,4.467684905,4.574696395
1591,4.43718402,4.589454883
1592,4.418643638,4.640305364
1593,4.425725226,4.617808631
1594,4.525922297,4.504145409
1595,4.484622011,4.560488524
1596,4.547512994,4.597538036
1597,4.511307493,4.590164131
1598,4.562833186,4.609224959
1599,4.422986393,4.576548004
1600,4.456093367,4.605463589
1601,4.451732324,4.581924548
1602,4.433918743,4.527609588
1603,4.41691397,4.68437441
1604,4.450526363,4.525322839
1605,4.517178551,4.590606555
1606,4.478145121,4.595924953
1607,4.544153292,4.577286639
1608,4.503605277,4.565412915
1609,4.541479115,4.64993644
1610,4.472113913,4.568317745
1611,4.443094203,4.545121491
1612,4.528675929,4.520447813
1613,4.427500065,4.569869129
1614,4.475268534,4.553633213
1615,4.406643335,4.623792895
1616,4.471022301,4.509179882
1617,4.495431741,4.607452539
1618,4.447131765,4.569642805
1619,4.311318789,4.606511713
1620,4.484412003,4.550847782
1621,4.401757456,4.555211037
1622,4.490909433,4.632074826
1623,4.505488595,4.617699958
1624,4.520688358,4.667107606
1625,4.512336327,4.54333605
1626,4.438569351,4.665459529
1627,4.525305044,4.466443251
1628,4.450016431,4.559370909
1629,4.517059183,4.584178696
1630,4.490543884,4.712563567
1631,4.513798914,4.606733763
1632,4.564448355,4.528815132
1633,4.470212408,4.621983943
1634,4.491559798,4.557524622
1635,4.466805831,4.609174111
1636,4.471402643,4.562317348
1637,4.484097655,4.528903262
1638,4.562848929,4.645965639
1639,4.313752045,4.63640034
1640,4.458372467,4.632291397
1641,4.378545542,4.643886168
1642,4.501072704,4.695356157
1643,4.495381378,4.56763975
1644,4.568503312,4.642790719
1645,4.45987262,4.532072922
1646,4.588815491,4.495958052
1647,4.43715998,4.57279502
1648,4.569798859,4.651535201
1649,4.444055615,4.643171421
1650,4.485734798,4.632942893
1651,4.472093579,4.536525636
1652,4.44983046,4.55275426
1653,4.397600475,4.616081794
1654,4.494065101,4.554612952
1655,4.485719704,4.489351334
1656,4.532627585,4.568510038
1657,4.501242693,4.459218476
1658,4.397294728,4.527667043
1659,4.508279357,4.551549728
1660,4.50290272,4.559860423
1661,4.432628299,4.51587873
1662,4.504827615,4.546185637
1663,4.350109066,4.49240409
1664,4.469990466,4.623051438
1665,4.457873428,4.525754989
1666,4.325826975,4.533430476
1667,4.320353775,4.524571486
1668,4.376280793,4.542300932
1669,4.480302295,4.619615233
1670,4.465777667,4.60368715
1671,4.430419409,4.565492126
1672,4.325578894,4.535380188
1673,4.481898585,4.597758139
1674,4.600924357,4.624657734
1675,4.509217199,4.542155835
1676,4.374653553,4.570906891
1677,4.416786758,4.608934387
1678,4.433296763,4.576759552
1679,4.428817525,4.613735212
1680,4.53700932,4.573909079
1681,4.484551314,4.489285122
1682,4.467918213,4.564021879
1683,4.485866945,4.609669711
1684,4.514891635,4.571407687
1685,4.357841334,4.549923619
1686,4.385223067,4.66302946
1687,4.404850288,4.611285069
1688,4.358674674,4.544832065
1689,4.40319286,4.737557521
1690,4.252717953,4.598322062
1691,4.462672501,4.576617025
1692,4.353121872,4.514918458
1693,4.511448583,4.585018195
1694,4.391560424,4.545816585
1695,4.49478383,4.597846575
1696,4.555613723,4.593615055
1697,4.551734618,4.596711309
1698,4.375830132,4.645306988
1699,4.452100123,4.548901024
1700,4.329319329,4.619270913
1701,4.422243746,4.520689724
1702,4.446637589,4.652310197
1703,4.318558242,4.555173563
1704,4.646943011,4.651435984
1705,4.379974991,4.538699817
1706,4.51020743,4.611735439
1707,4.530150726,4.652891668
1708,4.411909819,4.694337498
1709,4.310435808,4.642120209
1710,4.451467257,4.545433431
1711,4.427622523,4.684743805
1712,4.510563512,4.649170667
1713,4.482541799,4.66671931
1714,4.434180676,4.494155058
1715,4.465072346,4.638345143
1716,4.641292565,4.574266603
1717,4.499453566,4.628977812
1718,4.494965137,4.57433977
1719,4.52480997,4.521141179
1720,4.427180973,4.600691716
1721,4.466562256,4.604091007
1722,4.444822842,4.602766099
1723,4.592282762,4.664917544
1724,4.531006477,4.521587107
1725,4.567643607,4.629575609
1726,4.413906197,4.60898891
1727,4.454725081,4.658766398
1728,4.556564744,4.5610759
1729,4.549431937,4.618913398
1730,4.58984277,4.571007912
1731,4.577280129,4.620328034
1732,4.423110871,4.573949432
1733,4.409009026,4.58925536
1734,4.475043566,4.512013699
1735,4.447810191,4.648574366
1736,4.439927037,4.587884883
1737,4.37141103,4.564589153
1738,4.362638706,4.565531817
1739,4.413485445,4.613990205
1740,4.505448466,4.575455485
1741,4.46357134,4.588481495
1742,4.523904433,4.533415696
1743,4.374201626,4.682597669
1744,4.448791416,4.672019929
1745,4.419286895,4.606660736
1746,4.377655195,4.469831567
1747,4.590237752,4.664945882
1748,4.40066286,4.612446596
1749,4.474849944,4.514092345
1750,4.503080653,4.629520002
1751,4.477006578,4.641582348
1752,4.545764269,4.598400077
1753,4.339951906,4.638596693
1754,4.594118886,4.524305688
1755,4.489912428,4.654740211
1756,4.470219395,4.590820376
1757,4.554834006,4.660433809
1758,4.409758597,4.552185653
1759,4.500633745,4.631167891
1760,4.390918392,4.557746586
1761,4.376179426,4.764120158
1762,4.350470062,4.482000116
1763,4.42610334,4.625657651
1764,4.554237964,4.52068678
1765,4.32290011,4.580254033
1766,4.396165112,4.611262215
1767,4.468298505,4.629860763
1768,4.441200242,4.546082228
1769,4.410730836,4.706668179
1770,4.4176302,4.593654873
1771,4.490738704,4.69546906
1772,4.458054877,4.632518462
1773,4.579222186,4.47041051
1774,4.543915117,4.661003776
1775,4.404623083,4.652876123
1776,4.548371719,4.605684131
1777,4.509112536,4.472057946
1778,4.468456951,4.541095824
1779,4.399945823,4.466281314
1780,4.393906413,4.707876736
1781,4.53202594,4.637041338
1782,4.56780687,4.696867212
1783,4.478153806,4.580905567
1784,4.325559494,4.642227616
1785,4.576195466,4.627825834
1786,4.469398784,4.574273067
1787,4.544326904,4.567521733
1788,4.380723439,4.579766775
1789,4.562165258,4.569127745
1790,4.40900519,4.547863189
1791,4.523924754,4.581579938
1792,4.488524903,4.659542966
1793,4.529076657,4.637486248
1794,4.454679123,4.609667383
1795,4.492895979,4.568103183
1796,4.334811162,4.715232374
1797,4.461846701,4.638774504
1798,4.425269294,4.627684296
1799,4.421726023,4.532593671
1800,4.387836714,4.650644721
1801,4.436207022,4.680191602
1802,4.378342282,4.560967666
1803,4.434161918,4.541641955
1804,4.583616944,4.589734998
1805,4.255881018,4.542858822
1806,4.482909998,4.525636461
1807,4.406565211,4.516202275
1808,4.586966974,4.6607251
1809,4.504121372,4.571330278
1810,4.439188697,4.584816248
1811,4.492137051,4.549437957
1812,4.536984838,4.582612343
1813,4.382859267,4.566528346
1814,4.422702704,4.61804097
1815,4.474119777,4.651081197
1816,4.517709749,4.590105934
1817,4.493957752,4.564915719
1818,4.5668419,4.459060299
1819,4.441783634,4.593240562
1820,4.475550734,4.600453372
1821,4.582496726,4.579549496
1822,4.34140145,4.49507303
1823,4.440685701,4.627190859
1824,4.447733473,4.62090828
1825,4.477913357,4.64060381
1826,4.277785285,4.673231345
1827,4.457582208,4.588653268
1828,4.37023198,4.689689925
1829,4.386644637,4.664539003
1830,4.407132723,4.6520586
1831,4.400995669,4.617904907
1832,4.41513807,4.690555524
1833,4.380014425,4.68929462
1834,4.345936735,4.657891599
1835,4.369589919,4.696903311
1836,4.475960482,4.587926119
1837,4.412012095,4.612542528
1838,4.194155518,4.577149353
1839,4.302427028,4.57217026
1840,4.475641266,4.599543334
1841,4.255341966,4.552847503
1842,4.380735666,4.613902211
1843,4.530922299,4.647224747
1844,4.505196325,4.631095122
1845,4.563480416,4.706725603
1846,4.500701127,4.67673699
1847,4.56003193,4.572872262
1848,4.525825038,4.701434609
1849,4.510505303,4.474794808
1850,4.462919135,4.588630553
1851,4.591014861,4.569699183
1852,4.533793753,4.528693169
1853,4.418040413,4.690697583
1854,4.39229361,4.570808632
1855,4.495799703,4.705580027
1856,4.453988835,4.584514063
1857,4.50125536,4.637402562
1858,4.531628923,4.602517837
1859,4.524023048,4.601619629
1860,4.530101378,4.54305665
1861,4.523314319,4.626786616
1862,4.52517562,4.484474995
1863,4.498230609,4.530583845
1864,4.491435637,4.662010842
1865,4.48365757,4.658042196
1866,4.600361312,4.652809233
1867,4.585207016,4.640929693
1868,4.6266168,4.55240086
1869,4.574398201,4.552373322
1870,4.512163696,4.692668441
1871,4.562043447,4.587554998
1872,4.531731579,4.589600514
1873,4.627250173,4.533806226
1874,4.487363086,4.554529406
1875,4.656464216,4.676493513
1876,4.703269246,4.518098382
1877,4.443035138,4.592040528
1878,4.540773023,4.631800349
1879,4.531765723,4.709012323
1880,4.503758598,4.622380329
1881,4.527529876,4.632880863
1882,4.521527371,4.628240093
1883,4.487099663,4.699694645
1884,4.526152749,4.753078999
1885,4.572990794,4.577640647
1886,4.51976294,4.617672953
1887,4.588911348,4.679718303
1888,4.531614559,4.572592264
1889,4.546634842,4.623942168
1890,4.488964476,4.714807675
1891,4.582326713,4.631578829
1892,4.537067225,4.541770471
1893,4.534083817,4.585128687
1894,4.421816405,4.598787419
1895,4.445702139,4.520430448
1896,4.520198005,4.617083876
1897,4.484874504,4.558858447
1898,4.550853281,4.646776826
1899,4.619997695,4.656008687
1900,4.576101616,4.657845759
1901,4.489162944,4.565170664
1902,4.534564785,4.603064418
1903,4.594265966,4.645475953
1904,4.443974242,4.599472857
1905,4.497056452,4.567368918
1906,4.519036619,4.568808784
1907,4.54427599,4.554835577
1908,4.545135318,4.541413624
1909,4.443679747,4.589431794
1910,4.528307745,4.618871974
1911,4.590037808,4.543849845
1912,4.534991709,4.586688526
1913,4.511386006,4.630349431
1914,4.510311146,4.623868992
1915,4.388105441,4.572889
1916,4.515736226,4.550482187
1917,4.570587509,4.470454946
1918,4.33178305,4.575218466
