,reward1,reward2
715,4.338927432,4.331622783
716,4.2815178,4.203848031
717,4.091837957,4.243668637
718,4.063013751,4.282129716
719,4.128678013,4.328691661
720,4.212157348,4.346669857
721,4.425051767,4.354865387
722,4.260076077,4.254539687
723,4.111119951,4.336581003
724,4.221397371,4.284243418
725,4.488697664,4.350129349
726,4.398006187,4.347179849
727,4.357094755,4.469669191
728,4.458431482,4.286049197
729,4.320938646,4.276312064
730,4.458932098,4.403143947
731,4.385201013,4.463669484
732,4.390129413,4.278225208
733,4.398985712,4.388411795
734,4.411415095,4.384141465
735,4.331888009,4.284092644
736,4.333145421,4.341979125
737,4.359163629,4.34733818
738,4.336385771,4.393081195
739,4.394873313,4.314768727
740,4.427624114,4.27855618
741,4.392943561,4.285130794
742,4.23427214,4.348263514
743,4.401552808,4.286925881
744,4.304935702,4.392024223
745,4.306767161,4.449243013
746,4.283641875,4.380735603
747,4.275621125,4.382679215
748,4.458329106,4.356352485
749,4.36382448,4.287593058
750,4.339098373,4.274679607
751,4.426043683,4.223458734
752,4.388637042,4.429235326
753,4.377458156,4.314273646
754,4.451192699,4.396102561
755,4.477543631,4.387893757
756,4.205071963,4.451756802
757,4.311785976,4.332372868
758,4.296294861,4.287284051
759,4.208409333,4.34716808
760,4.22641491,4.344516262
761,4.238037678,4.266359663
762,4.164544849,4.386855519
763,4.29921451,4.377188292
764,4.224945642,4.418548348
765,4.291274752,4.330997711
766,4.352305207,4.410147847
767,4.180010213,4.256240297
768,4.144610767,4.298481519
769,4.295182979,4.388960447
770,4.341012839,4.324886292
771,4.259030291,4.305519758
772,4.390182095,4.298911622
773,4.270195728,4.186635327
774,4.311331899,4.342097052
775,4.338449236,4.222037689
776,4.365523192,4.021101045
777,4.232823718,4.019117484
778,4.282979691,4.28721708
779,4.35459106,4.298545543
780,4.347658534,4.2895701
781,4.251718406,4.24841597
782,4.331976659,4.210402144
783,4.370544307,4.328069174
784,4.470414623,4.313731034
785,4.254423696,4.384353738
786,4.44513819,4.315048654
787,4.299881602,4.254134685
788,4.355623683,4.300947088
789,4.266142189,4.338656952
790,4.278606729,4.380895654
791,4.29523994,4.455557878
792,4.26481839,4.323073485
793,4.346543708,4.375795054
794,4.354031145,4.226698115
795,4.344729328,4.396707717
796,4.31432791,4.369121785
797,4.418772968,4.442777779
798,4.32867759,4.308465947
799,4.31744834,4.410777128
800,4.356903099,4.312623098
801,4.359890605,4.404386719
802,4.290548682,4.320163793
803,4.399674999,4.388183318
804,4.364596318,4.38510761
805,4.29728703,4.305866792
806,4.372464973,4.407532585
807,4.399223113,4.433154975
808,4.303827957,4.441205463
809,4.333111834,4.379731243
810,4.419998501,4.440073022
811,4.390043458,4.373907365
812,4.326260108,4.39288731
813,4.324041063,4.37855963
814,4.355164422,4.378855812
815,4.315516951,4.385592072
816,4.280474445,4.449730403
817,4.324403038,4.320649593
818,4.383347531,4.462196005
819,4.222406871,4.416731489
820,4.295123318,4.369310918
821,4.255917669,4.399630964
822,4.325598284,4.414105749
823,4.234303475,4.425711366
824,4.303929254,4.483204329
825,4.385915444,4.284071558
826,4.324137621,4.32946633
827,4.331008536,4.336908745
828,4.307133262,4.31495454
829,4.358836657,4.413170784
830,4.39989737,4.282889521
831,4.368411076,4.280988117
832,4.344971237,4.338872631
833,4.452332686,4.310717042
834,4.277473768,4.345851404
835,4.293530437,4.317957045
836,4.262554265,4.419378603
837,4.268010958,4.303938261
838,4.34549824,4.349070746
839,4.289787938,4.266084492
840,4.368420455,4.439577855
841,4.268129943,4.456099079
842,4.260858021,4.382634068
843,4.300754283,4.414017544
844,4.276741061,4.325800537
845,4.329208071,4.351657794
846,4.296366446,4.3951742
847,4.234403455,4.315884271
848,4.238671921,4.44112362
849,4.31895488,4.289104009
850,4.275951569,4.310389831
851,4.314150867,4.232622351
852,4.276713905,4.280427216
853,4.285372452,4.321260502
854,4.271201755,4.408625231
855,4.327125661,4.357380554
856,4.327798241,4.455996474
857,4.423500126,4.437649365
858,4.4093458,4.353639067
859,4.387402227,4.369243462
860,4.46955064,4.442981573
861,4.371595775,4.258868761
862,4.320602233,4.129322211
863,4.274867193,4.320326727
864,4.22569331,4.348977463
865,4.35376428,4.41936024
866,4.503984463,4.37420862
867,4.424204665,4.400825164
868,4.405110013,4.367371649
869,4.486961,4.266349373
870,4.329073285,4.35067893
871,4.358477334,4.371186692
872,4.36732337,4.389185343
873,4.278183433,4.288444832
874,4.344188499,4.3318974
875,4.230533896,4.447428376
876,4.415617292,4.392514374
877,4.304486898,4.328208397
878,4.429904778,4.376068976
879,4.444197306,4.510078666
880,4.289744084,4.373722204
881,4.354293788,4.538305076
882,4.457524478,4.493817095
883,4.213650207,4.382755281
884,4.329526888,4.416367908
885,4.22790096,4.487125508
886,4.292998718,4.246066472
887,4.441129885,4.43585825
888,4.430498974,4.282034148
889,4.415867742,4.352028298
890,4.357396359,4.467608171
891,4.47226299,4.384946749
892,4.430601326,4.37249738
893,4.343461499,4.449805722
894,4.41301079,4.472545252
895,4.366197812,4.453930147
896,4.429345436,4.396417522
897,4.396662983,4.475400821
898,4.317551318,4.450378786
899,4.417064414,4.347456982
900,4.395547379,4.527792962
901,4.308090726,4.486966554
902,4.404436017,4.482696316
903,4.286774534,4.401035194
904,4.412153872,4.410485557
905,4.320863352,4.446922804
906,4.344551762,4.448963997
907,4.29136485,4.417597616
908,4.334965803,4.405971366
909,4.448947743,4.433072382
910,4.356370171,4.355157849
911,4.350395581,4.399724552
912,4.405886938,4.420849264
913,4.491338886,4.454155566
914,4.420012242,4.305868673
915,4.351560382,4.328747796
916,4.294291336,4.342436813
917,4.408733638,4.484068959
918,4.332548107,4.450310078
919,4.254919751,4.487183406
920,4.358063183,4.278998306
921,4.398349561,4.424452364
922,4.443467519,4.364596097
923,4.295352882,4.299327812
924,4.350462798,4.307846274
925,4.372004781,4.395863734
926,4.214904589,4.476764178
927,4.333347718,4.381207341
928,4.441364187,4.4828479
929,4.457146116,4.442254395
930,4.381758215,4.394088822
931,4.409918033,4.342641489
932,4.378474162,4.502964266
933,4.42361789,4.486198055
934,4.491860814,4.401893117
935,4.382872718,4.361922132
936,4.510771432,4.332098316
937,4.413907135,4.415171903
938,4.478500378,4.36343768
939,4.448599559,4.506960023
940,4.461430893,4.472157005
941,4.326976144,4.377128791
942,4.381343661,4.451354104
943,4.330820353,4.464755818
944,4.512578815,4.390137426
945,4.368910838,4.373170863
946,4.335327424,4.478020896
947,4.428322381,4.394201536
948,4.348878511,4.362764597
949,4.296766461,4.415499406
950,4.455658149,4.443813426
951,4.438743609,4.349306554
952,4.333359615,4.44764809
953,4.393430777,4.375615686
954,4.433950511,4.472033199
955,4.441714218,4.377925047
956,4.516918184,4.393243763
957,4.404571941,4.445635915
958,4.389458884,4.392112329
959,4.377424879,4.373789007
960,4.318898045,4.464318234
961,4.481144479,4.296993046
962,4.401871599,4.430968952
963,4.463707423,4.462148582
964,4.415879679,4.413904785
965,4.440033987,4.410191081
966,4.296447399,4.421484587
967,4.443913339,4.379580209
968,4.412353333,4.334615136
969,4.401393959,4.377171289
970,4.349697247,4.368392079
971,4.35918574,4.284158692
972,4.548022691,4.185812229
973,4.410669842,4.305260553
974,4.39601907,4.330128362
975,4.360214093,4.374323713
976,4.345332466,4.303646614
977,4.224979396,4.413203192
978,4.387197579,4.36941204
979,4.510947426,4.427551002
980,4.355272546,4.363392847
981,4.329865205,4.402944405
982,4.316944808,4.336891891
983,4.382496929,4.41568702
984,4.329326682,4.456045807
