,reward,sum_rate
0,12.129515282859593,5825903056.57192
1,11.778018246889145,5755603649.3778305
2,12.081975807396264,5816395161.479254
3,11.71383151615226,5742766303.230452
4,11.713753926386197,5742750785.277239
5,12.82023774574847,5964047549.1496935
6,11.707131587162138,5741426317.432426
7,11.756988745665186,5751397749.133038
8,12.011106229291661,5802221245.858332
9,11.705868822847892,5741173764.56958
10,12.099592142486078,5819918428.497213
11,12.072096843482957,5814419368.696591
12,12.37097990682316,5874195981.364632
13,11.728910898569374,5745782179.713876
14,13.052353002780675,6010470600.556134
15,12.80374971735207,5960749943.470413
16,13.866075291723496,6173215058.344701
17,15.050565462472392,6410113092.494478
18,15.280650616399225,6456130123.279842
19,16.091362683037996,6618272536.607601
20,15.950965695658835,6590193139.131767
21,15.812443634336406,6562488726.867282
22,14.447537117469928,6289507423.493986
23,13.42868954693816,6085737909.387633
24,10.64471989276197,5528943978.552393
25,12.05894656944069,5811789313.888138
26,12.8666981384394,5973339627.687882
27,12.716620434164831,5943324086.832967
28,11.360478251941842,5672095650.388372
29,9.109330628231925,5221866125.646385
30,7.360598865586612,4872119773.117321
31,7.350688473686743,4870137694.737349
32,5.852050488539503,4570410097.707901
33,6.2241701028070935,4644834020.561419
34,4.67283191803816,4334566383.607632
35,4.761220071581056,4352244014.316211
36,4.602673928470165,4320534785.694033
37,4.717110940251701,4343422188.05034
38,4.876819253775155,4375363850.755031
39,3.6003327759160206,4120066555.183204
40,3.707793746380258,4141558749.2760525
41,3.7759205014901163,4155184100.298023
42,2.7747710145608124,3954954202.9121633
43,4.005865397096775,4201173079.4193544
44,3.116531457620328,4023306291.524065
45,3.1018862120261157,4020377242.4052234
46,3.6498243066989056,4129964861.339782
47,2.940768988564164,3988153797.7128325
48,2.994207041735468,3998841408.3470936
49,2.58738765671997,3917477531.3439937
50,2.585994749639802,3917198949.9279604
51,2.445069801495301,3889013960.2990603
52,2.4058171934250887,3881163438.685018
53,3.180773298093141,4036154659.618629
54,2.115017987486848,3823003597.4973693
55,3.4912761263469294,4098255225.2693863
56,2.6195868229256014,3923917364.585121
57,2.09837570697558,3819675141.395117
58,2.0013669920794133,3800273398.4158826
59,1.72142481084863,3744284962.1697264
60,1.964643855616026,3792928771.1232057
61,1.6504960017883383,3730099200.357668
62,1.5001583782493915,3700031675.6498785
63,1.105702424637544,3621140484.9275093
64,1.5793079747435144,3715861594.948703
65,1.725997431808905,3745199486.3617816
66,2.333046449447538,3866609289.8895082
67,1.7732322288920177,3754646445.7784033
68,2.2393611708167267,3847872234.1633453
69,1.854016359127311,3770803271.8254623
70,2.1507293358963593,3830145867.179272
71,1.0528883821848722,3610577676.4369745
72,0.6537848938263402,3530756978.765269
73,2.104036628584903,3820807325.71698
74,2.5460408452980263,3909208169.0596056
75,0.48492563360344165,3496985126.720689
76,1.3064563133628295,3661291262.672565
77,0.819300577217526,3563860115.443506
78,1.511821059993639,3702364211.998728
79,1.341469753116608,3668293950.6233215
80,0.7932016798760905,3558640335.975218
81,1.5910673022724804,3718213460.4544964
82,0.6919750984233664,3538395019.6846733
83,1.3878769793567938,3677575395.8713593
84,0.7186698087614811,3543733961.7522955
85,1.215835471273298,3643167094.254659
86,0.3307777692620259,3466155553.852406
87,1.190158257142274,3638031651.428455
88,1.396713127922385,3679342625.5844774
89,1.8346739124373568,3766934782.4874716
90,1.451399106507322,3690279821.3014646
91,0.9225136900189954,3584502738.0037985
92,0.6395464022835582,3527909280.456712
93,0.748620845419704,3549724169.0839415
94,1.0547769703287277,3610955394.065746
95,0.5209644335863729,3504192886.717275
96,-0.13473128583009938,3373053742.8339806
97,0.4298843648298094,3485976872.9659615
98,-0.2047915407715224,3359041691.845695
99,-0.18352496474098853,3363295007.0518026
100,-0.28605522807162376,3342788954.385676
101,-0.5136454428048356,3297270911.439033
102,1.0697871172557742,3613957423.451155
103,0.8599248108867854,3571984962.177357
104,0.6133297218473314,3522665944.369466
105,0.5563097052119994,3511261941.0424004
106,0.7001787794923223,3540035755.898465
107,1.379025212303849,3675805042.4607697
108,0.6229141520275318,3524582830.4055066
109,0.257103193609965,3451420638.7219934
110,-0.12197499124335814,3375605001.7513275
111,-0.08634093212570507,3382731813.5748587
112,0.31518025299408053,3463036050.5988164
113,1.0608539225796296,3612170784.515926
114,-0.09241609438325156,3381516781.12335
115,0.8779778426855864,3575595568.537117
116,0.14855027213070193,3429710054.4261403
117,0.29301469881264175,3458602939.7625284
118,-0.4418671262231439,3311626574.7553716
119,0.3961857706321254,3479237154.126425
120,0.2842360193535787,3456847203.8707156
121,0.8890493177768586,3577809863.5553718
122,0.5868083531783729,3517361670.635675
123,0.3749574666414705,3474991493.3282943
124,0.5697579415495008,3513951588.3099003
125,1.2814990224513467,3656299804.490269
126,-0.12363675807682109,3375272648.384636
127,0.45595510450113425,3491191020.9002266
128,0.46902455051007674,3493804910.1020155
129,0.24939098867657597,3449878197.7353153
130,0.4108473199021597,3482169463.980432
131,0.5823883673826379,3516477673.476527
132,0.507142957690236,3501428591.538048
133,0.03390281721391972,3406780563.4427843
134,0.12178026504100867,3424356053.0082026
135,0.07998063695300778,3415996127.390602
136,0.3172877641632538,3463457552.8326507
137,0.7517611686005683,3550352233.7201133
138,-0.32487414812041976,3335025170.375916
139,0.23392389805434036,3446784779.610869
140,-0.037308102430592814,3392538379.513882
141,0.1330877350575066,3426617547.0115013
142,-0.09777501162173893,3380444997.675653
143,0.5425456418507945,3508509128.3701596
144,-0.4671854849089243,3306562903.018215
145,-0.19541507926545437,3360916984.146909
146,0.6846034974475528,3536920699.4895105
147,0.42659966334866617,3485319932.6697335
148,0.08928215356915277,3417856430.7138305
149,-0.744388435352205,3251122312.929559
150,-0.6667326820699985,3266653463.5860004
151,-0.1474423371643938,3370511532.567122
152,-0.6248747432638292,3275025051.347234
153,-0.3247495343702911,3335050093.1259427
154,-0.6084562603255192,3278308747.934896
155,-0.14393753312955596,3371212493.3740883
156,0.015993878140014996,3403198775.6280026
157,0.13709027170662688,3427418054.3413258
158,0.1970202959336677,3439404059.1867332
159,-0.2124097168489193,3357518056.6302166
160,-0.1516602820720291,3369667943.585594
161,0.05638266235184611,3411276532.470369
162,-0.1382305619471652,3372353887.610567
163,-0.23370201113984115,3353259597.772032
164,-0.49315968197151694,3301368063.6056967
165,-0.429831036530096,3314033792.693981
166,-0.2680018903830021,3346399621.9233994
167,-0.10370959821469226,3379258080.357062
168,0.6787815707100704,3535756314.1420145
169,-0.3444869210964974,3331102615.7807007
170,0.3160692426421139,3463213848.528423
171,-0.2753245028047068,3344935099.4390583
172,0.025065145087263242,3405013029.0174522
173,0.1431299460303477,3428625989.20607
174,-1.0429521351202722,3191409572.975946
175,0.04195639895025136,3408391279.7900505
176,-0.5197313042711186,3296053739.1457763
177,-0.10370680350018847,3379258639.299963
178,-0.42731546264871967,3314536907.4702563
179,0.009725838939946108,3401945167.7879896
180,-0.5160759830590104,3296784803.388198
181,-0.5928448898130965,3281431022.03738
182,-0.44420363966338045,3311159272.067324
183,-0.22914728658133168,3354170542.683734
184,-0.5128752277296678,3297424954.454067
185,-0.1402603883496687,3371947922.330066
